p,Sequence,name,simbad,feh,cfe,nfe,ofe,nafe,mgfe,alfe,sife,cafe,scfe,tife,vfe,crfe,mnfe,cofe,nife,znfe,gafe,gefe,srfe,yfe,zrfe,nbfe,mofe,rufe,rhfe,pdfe,agfe,bafe,lafe,cefe,prfe,ndfe,smfe,eufe,gdfe,tbfe,dyfe,hofe,erfe,tmfe,ybfe,lufe,hffe,osfe,irfe,ptfe,aufe,pbfe,thfe,ufe,ref
1,385,CS22950-153,2MASS J20323450-1547579,-2.1,-0.02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.28,nan,nan,nan,nan,nan,nan,nan,nan,-0.3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,LAI07
1,386,CS22950-173,2MASS J20353125-1553306,-2.48,nan,nan,nan,nan,0.34,nan,nan,0.18,-0.08,0.55,nan,-0.07,-0.06,nan,nan,nan,nan,nan,-0.75,nan,nan,nan,nan,nan,nan,nan,nan,-0.11,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,PRE00
1,387,CS22940-077,2MASS J20413371-5950352,-2.93,0.25,nan,nan,0.64,0.4,-0.74,0.33,0.57,0.19,0.42,nan,-0.17,-0.77,nan,nan,nan,nan,nan,0.53,0.35,nan,nan,nan,nan,nan,nan,nan,-0.48,0.03,nan,nan,nan,nan,-0.03,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,PRE06
1,388,CS22955-174,2MASS J20420503-2349126,-2.89,0.25,nan,nan,2.25,0.34,-0.75,0.51,0.47,0.28,0.43,0.41,-0.25,-0.71,0.24,nan,nan,nan,nan,0.56,0.12,nan,nan,nan,nan,nan,nan,nan,0.02,0.03,nan,nan,nan,nan,0.6,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,PRE06
1,389,CS22880-058,2MASS J20435597-2136325,-1.83,nan,nan,nan,nan,-0.13,nan,nan,0.08,nan,0.1,nan,-0.06,-0.06,nan,nan,nan,nan,nan,-0.72,nan,nan,nan,nan,nan,nan,nan,nan,-0.51,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,PRE00
1,390,CS30336-049,2MASS J20452353-2842359,-4.03,-0.2,1,1.14,nan,0.05,nan,0.22,0.1,0.07,0.21,nan,-0.72,-0.87,0.39,-0.03,nan,nan,nan,-1.53,nan,nan,nan,nan,nan,nan,nan,nan,-1.5,nan,nan,nan,nan,nan,0.81,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,LAI08
1,391,CS30308-035,2MASS J20455414-4450293,-3.35,0,nan,nan,nan,-0.01,-1,nan,0.13,-0.08,0.07,nan,-0.51,-0.69,0.09,0.28,nan,nan,nan,-0.71,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,BAR05
1,393,CS22880-074,2MASS J20460321-2059141,-1.78,1.6,0.29,nan,-0.08,0.04,nan,nan,0.22,nan,0.17,nan,nan,nan,nan,nan,nan,nan,nan,0.24,0.63,0.75,nan,nan,nan,nan,nan,nan,1.29,1.31,nan,nan,nan,nan,0.54,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,PRE01
1,394,CS22879-103,2MASS J20471013-3726526,-2.08,0.05,nan,nan,nan,0.43,-0.64,0.43,0.51,0.11,0.39,0.3,-0.02,-0.64,0,nan,nan,nan,nan,0.68,0.04,0.62,nan,nan,nan,nan,nan,nan,0.21,0.3,nan,nan,nan,nan,0.42,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,PRE06
1,395,CS22879-097,2MASS J20484655-3830494,-2.43,0.5,nan,nan,nan,0.32,-0.58,0.27,0.46,0.34,0.42,0.25,-0.19,-0.71,0.16,nan,nan,nan,nan,0.26,-0.29,nan,nan,nan,nan,nan,nan,nan,-0.47,0.2,nan,nan,nan,nan,0.21,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,PRE06
1,396,CS30308-062,2MASS J20510525-4410442,-2.92,nan,nan,nan,nan,0.41,-1.13,0.2,0.36,-0.21,0.3,nan,-0.42,-0.61,0.25,0.14,nan,nan,nan,-0.65,-0.01,nan,nan,nan,nan,nan,nan,nan,-0.52,nan,nan,nan,nan,nan,1.71,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,RYA96
1,397,CS30314-067,2MASS J20525098-3419405,-2.85,0.59,1.29,nan,0.01,0.4,-0.08,0.84,0.24,0.04,0.5,nan,-0.35,-0.73,-0.15,-0.07,nan,nan,nan,-0.27,-0.64,0.36,nan,nan,nan,nan,nan,nan,-0.62,nan,nan,nan,nan,nan,-0.01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,AOK02b
1,398,CS22940-121,2MASS J20551087-5800551,-2.89,0.25,nan,nan,nan,0.41,-0.54,0.58,0.45,0.2,0.4,0.24,-0.23,-0.75,0.17,nan,nan,nan,nan,0.37,0.02,nan,nan,nan,nan,nan,nan,nan,0.14,0.03,nan,nan,nan,nan,0.58,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,PRE06
1,400,CS29498-043,2MASS J21035211-2942502,-3.75,1.99,2.39,nan,nan,1.79,0.36,1.11,0.13,nan,0.39,nan,-0.29,-0.72,nan,nan,nan,nan,nan,-0.3,nan,nan,nan,nan,nan,nan,nan,nan,-0.41,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,AOK02d
1,401,CS22898-027,2MASS J21054509-1836574,-2.34,2.01,nan,nan,0.54,0.05,-0.47,nan,0.37,0.17,0.54,nan,-0.41,-0.67,0.11,0.54,nan,nan,nan,0.98,nan,nan,nan,nan,nan,nan,nan,nan,2.49,2.6,2.03,nan,2.3,nan,2.01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,MCW9598
1,405,CS22898-043,2MASS J21103676-2144517,-2.83,nan,nan,nan,0.07,0.29,-0.75,-0.11,0.41,0.14,0.36,0.4,-0.26,-0.52,nan,nan,nan,nan,nan,-0.15,nan,nan,nan,nan,nan,nan,nan,nan,-0.68,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,PRE06
1,406,CS22937-072,2MASS J21144062-3724517,-2.74,0.51,nan,nan,0.57,0.35,-0.75,0.44,0.55,0.14,0.39,nan,-0.16,-0.77,0.13,nan,nan,nan,nan,0.17,-0.08,0.63,nan,nan,nan,nan,nan,nan,-0.14,0.07,nan,nan,nan,nan,0.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,PRE06
1,407,CS30319-020,2MASS J21193930-2652395,-2.35,0.32,nan,nan,nan,0.35,-0.62,0.5,0.19,0.11,0.23,nan,-0.29,-0.6,0.26,-0.08,0.09,nan,nan,-0.01,-0.28,0.04,nan,nan,nan,nan,nan,nan,-0.73,nan,nan,nan,nan,nan,0.07,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,AOK05
1,408,CS29506-007,2MASS J21202865-2046228,-2.84,0.91,1.01,1.65,nan,0.25,-0.81,0.13,0.46,0.25,0.59,nan,-0.15,-0.74,0.2,-0.04,nan,nan,nan,0.18,0.22,0.6,nan,nan,nan,nan,nan,nan,0.01,nan,nan,nan,nan,nan,0.82,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,LAI08
1,410,CS29506-090,2MASS J21302886-2210413,-2.83,0.5,nan,nan,nan,0.25,nan,0.21,0.48,0.29,0.54,nan,-0.13,-0.66,0.38,3.31,3.94,nan,nan,0.46,nan,nan,nan,nan,nan,nan,nan,nan,-0.4,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,BON09
1,411,CS30322-023,2MASS J21303218-4616247,-3.44,0.61,2.81,0.65,1.27,0.78,0.69,0.63,0.47,0.17,0.21,-0.09,-0.54,-0.33,-0.22,-0.22,0.11,nan,nan,-0.43,-0.33,0.18,nan,1.06,-0.31,nan,nan,nan,0.56,0.54,0.64,0.22,0.68,0.18,-0.48,0.07,-0.06,-0.06,nan,-0.04,-0.16,0.5,nan,0.59,nan,nan,nan,nan,1.79,nan,nan,MAS06
1,413,CS22948-006,2MASS J21331768-3939428,-2.62,0.49,nan,nan,0.48,0.31,-0.86,0.42,0.61,0.06,0.28,nan,-0.16,-0.83,0.07,nan,nan,nan,nan,-0.22,nan,nan,nan,nan,nan,nan,nan,nan,-0.68,0.07,nan,nan,nan,nan,-0.11,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,PRE06
1,414,HE2133-1426,2MASS J21360722-1412353,-2.81,nan,nan,nan,nan,0.42,-0.44,0.04,0.46,0.4,0.34,nan,-0.13,-0.45,nan,nan,nan,nan,nan,-0.15,nan,nan,nan,nan,nan,nan,nan,nan,-0.65,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,CAR02
1,415,HE2133-1432,2MASS J21362253-1419203,-2.02,0.08,nan,nan,nan,0.32,-0.76,nan,0.4,0.08,0.34,nan,-0.03,-0.52,-0.08,-0.17,nan,nan,nan,0.21,-0.07,0.54,nan,nan,nan,nan,nan,nan,-0.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,BAR05
1,416,CS29495-041,2MASS J21363327-2818485,-2.81,0.01,0.48,0.72,0.32,0.3,-0.65,0.6,0.39,0.12,0.3,nan,-0.33,-0.54,0.14,-0.03,0.18,nan,nan,-0.06,-0.39,-0.03,nan,nan,nan,nan,nan,nan,-0.71,-0.39,-0.01,-0.16,0.35,0.04,-0.11,-0.21,nan,0.03,-0.23,0.04,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,CAY04
1,417,HE2134+0001,2MASS J21370818+0015045,-2.22,0.17,nan,nan,nan,0.37,-0.81,nan,0.42,0.07,0.31,0.07,0.06,-0.32,0.08,-0.13,nan,nan,nan,0.02,-0.21,0.4,nan,nan,nan,nan,nan,nan,-0.47,nan,nan,nan,nan,nan,0.46,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,BAR05
1,419,CS22948-027,2MASS J21374577-3927223,-2.47,2.53,1.85,nan,0.66,0.29,-0.13,nan,0.56,nan,0.57,nan,-0.12,nan,nan,0.02,0.4,nan,nan,0.95,1.13,nan,nan,nan,nan,nan,nan,nan,2.21,2.39,2.2,1.83,2.3,nan,1.87,nan,nan,1.64,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.92,nan,nan,BAB05b
1,422,BS17583-100,2MASS J21422784+2640355,-2.41,0.65,nan,nan,nan,0.24,-0.91,0.35,0.29,0.18,0.45,0.4,-0.21,-0.53,0.31,0.07,nan,nan,nan,0.2,0.18,nan,nan,nan,nan,nan,nan,nan,-0.3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,HON04
1,423,HE2139-1851,2MASS J21422951-1837506,-3.24,0.45,nan,nan,nan,0.34,-0.9,nan,0.34,0.07,0.33,nan,-0.39,-0.96,0.17,-0.03,nan,nan,nan,0.39,-0.03,nan,nan,nan,nan,nan,nan,nan,-0.95,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,BAR05
1,424,CS22956-028,2MASS J21444872-6322097,-2.06,nan,nan,nan,nan,0.27,nan,nan,0.37,0.09,0.18,nan,-0.05,-0.44,nan,nan,nan,nan,nan,1.15,nan,nan,nan,nan,nan,nan,nan,nan,0.35,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,PRE00
1,425,CS22948-066,2MASS J21445117-3727549,-3.15,0.1,1.32,0.95,0.25,0.27,-0.8,0.34,0.3,0.29,0.28,nan,-0.25,-0.15,0.36,0.18,0.42,nan,nan,-0.35,-1.01,-0.06,nan,nan,nan,nan,nan,nan,-0.98,0.08,0.01,0,0.09,0.06,0,0.06,nan,0.05,-0.21,0.02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,CAY04
1,427,CS30343-063,2MASS J21451750-3722185,-2.97,-0.71,nan,nan,nan,0.43,-0.64,nan,0.26,0.01,0.23,nan,-0.6,-0.68,-0.25,0.2,nan,nan,nan,0.05,-0.03,0.28,nan,nan,nan,nan,nan,nan,-0.95,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,BAR05
1,428,HE2143+0030,2MASS J21461207+0044457,-2.43,-0.4,nan,nan,nan,0.2,-0.69,nan,0.13,-0.06,0.18,-0.12,-0.22,-0.38,-0.15,0.19,0.32,nan,nan,0.01,-0.35,0.06,nan,nan,nan,nan,nan,nan,-0.43,nan,nan,nan,nan,nan,-0.02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,BAR05
1,429,CS22948-079,2MASS J21472920-3925192,-1.61,nan,nan,nan,nan,0.2,nan,nan,0.26,0.16,0.42,nan,-0.07,-0.58,nan,nan,nan,nan,nan,-0.03,nan,nan,nan,nan,nan,nan,nan,nan,0.36,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,PRE00
1,430,CS22944-032,2MASS J21474322-1340227,-2.97,0.39,-0.36,0.88,nan,0.36,-0.83,nan,0.3,0.06,0.36,0.16,-0.29,-0.49,0.37,0.12,0.28,nan,nan,-0.24,-0.34,0,nan,nan,nan,nan,nan,nan,-0.74,nan,nan,nan,nan,nan,0.65,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,LAI08
1,432,HE2145-3025,2MASS J21484333-3011082,-2.69,nan,nan,nan,nan,0.34,-0.72,nan,0.37,0.19,0.41,nan,-0.15,nan,nan,-0.04,nan,nan,nan,0.56,nan,nan,nan,nan,nan,nan,nan,nan,-0.36,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,BAR05
1,433,CS22948-068,2MASS J21490692-3727524,-1.35,nan,nan,nan,nan,0.51,nan,nan,0.34,-0.19,0.41,nan,0.13,-0.49,nan,nan,nan,nan,nan,0.16,nan,nan,nan,nan,nan,nan,nan,nan,0.09,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,PRE00
1,434,CS22948-093,2MASS J21503151-4107493,-3.3,nan,nan,nan,nan,0.03,nan,-0.09,0.32,0.37,0.56,nan,-0.18,-0.73,0.43,3.32,3.34,nan,nan,-0.06,nan,nan,nan,nan,nan,nan,nan,nan,-0.28,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,BON09
1,435,HE2148-1247,2MASS J21511791-1233417,-2.37,2.02,1.79,nan,nan,0.49,-0.69,0.78,0.52,0.64,0.62,nan,-0.26,-0.6,0.19,0.14,nan,nan,nan,0.84,0.91,1.54,nan,nan,nan,nan,nan,nan,2.36,2.37,2.3,2.56,2.4,2.08,2.02,2.34,nan,2.22,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.42,1.85,nan,COH03
1,436,HE2150-0825,2MASS J21530016-0811182,-1.98,1.31,nan,nan,nan,0.33,-1.07,nan,0.47,0.24,0.38,nan,0.1,-0.42,-0.06,-0.25,nan,nan,nan,0.75,0.87,0.99,nan,nan,nan,nan,nan,nan,1.65,1.48,1.48,nan,1.49,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,BAR05
1,437,HE2151-2858,2MASS J21540157-2844199,-2.38,0.06,nan,nan,nan,0.35,-0.59,nan,0.32,0.08,0.34,nan,-0.09,-0.57,0.03,-0.09,nan,nan,nan,-0.18,nan,nan,nan,nan,nan,nan,nan,nan,-0.3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,BAR05
1,438,HE2153-2719,2MASS J21560407-2704497,-2.49,0.08,nan,nan,nan,0.35,-0.49,nan,0.35,0.16,0.31,0.08,-0.05,-0.44,-0.06,-0.11,0.24,nan,nan,0.1,-0.18,0.21,nan,nan,nan,nan,nan,nan,-0.74,-0.03,nan,nan,0.06,nan,0.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,BAR05
1,439,CS22965-016,2MASS J21570791-0434083,-2.59,-0.57,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.12,nan,nan,nan,nan,nan,nan,nan,nan,-0.05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,LAI07
1,440,HE2155+0136,2MASS J21573755+0150201,-2.07,-0.04,nan,nan,nan,0.2,-0.94,nan,0.39,-0.01,0.28,nan,-0.05,-0.35,0.08,0.07,nan,nan,nan,-0.02,-0.19,nan,nan,nan,nan,nan,nan,nan,0.09,nan,nan,nan,nan,nan,0.68,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,BAR05
1,441,HE2154-2838,2MASS J21574379-2824306,-1.85,0,nan,nan,nan,0.16,-0.64,nan,0.29,0.21,0.29,0.05,0.04,-0.32,0.04,-0.18,0.07,nan,nan,0.13,-0.06,0.42,nan,nan,nan,nan,nan,nan,-0.09,0.2,nan,nan,nan,nan,0.44,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,BAR05
1,442,CS22956-050,2MASS J21580583-6513271,-3.32,0.35,0.39,1.16,nan,0.34,-0.64,0.81,0.47,-0.03,0.35,nan,-0.32,-0.56,0.31,0.03,0.33,nan,nan,-0.33,-0.47,-0.1,nan,nan,nan,nan,nan,nan,-0.84,0.06,-0.01,-0.02,0.07,0.04,-0.02,0.04,nan,0.03,-0.23,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,CAY04
1,443,HE2156-3130,2MASS J21590577-3116121,-3.13,0.7,nan,nan,nan,0.75,-0.05,nan,0.32,0.4,0.23,nan,-0.34,-0.59,0.18,-0.18,nan,nan,nan,-0.8,-0.87,nan,nan,nan,nan,nan,nan,nan,0.47,0.39,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,BAR05
1,444,HE2158-0348,2MASS J22003997-0334121,-2.75,2.08,1.67,nan,nan,0.67,0.54,nan,0.89,nan,0.74,nan,-0.58,-0.18,-0.08,nan,nan,nan,nan,0.6,0.95,1.81,nan,nan,nan,nan,nan,nan,1.59,1.65,1.92,nan,1.64,2.5,0.85,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.85,nan,nan,COH06
1,445,HE2158-3112,2MASS J22012150-3057575,-2.74,-0.08,nan,nan,nan,0.27,-0.69,nan,0.2,0.16,0.23,0.02,-0.31,-0.41,0.08,-0.02,0.25,nan,nan,-0.1,-0.26,0.06,nan,nan,nan,nan,nan,nan,-0.89,nan,nan,nan,nan,nan,0.01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,BAR05
1,447,HE2200-2030,2MASS J22030253-2015584,-2,0.06,nan,nan,nan,0.22,nan,nan,0.33,0.05,0.31,nan,-0.06,-0.47,-0.1,-0.14,nan,nan,nan,0.03,-0.27,nan,nan,nan,nan,nan,nan,nan,-0.09,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,BAR05
1,448,HE2201-0637,2MASS J22034474-0622416,-2.59,0.09,nan,nan,nan,0.17,-0.95,nan,0.25,0,0.21,nan,-0.23,-0.73,-0.05,0.01,nan,nan,nan,0,-0.26,nan,nan,nan,nan,nan,nan,nan,-0.72,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,BAR05
1,449,BS17569-049,2MASS J22045836+0401321,-2.85,-0.06,0.92,2.9,0.48,0.2,-0.48,0.61,0.4,0.05,0.27,nan,-0.25,-0.49,0.23,0.04,0.24,nan,nan,0.38,0.04,0.26,nan,nan,nan,nan,nan,nan,0.12,0.42,0.2,0.71,0.48,0.91,0.68,0.64,nan,0.6,0.47,0.53,0.1,0.81,nan,nan,nan,nan,nan,nan,nan,nan,nan,CAY04
1,451,CS22965-054,2MASS J22063030-0232344,-3.08,1.15,nan,nan,nan,0.28,-0.72,0.11,0.44,0.08,0.52,nan,-0.03,-0.35,0.18,0.02,nan,nan,nan,0.19,nan,nan,nan,nan,nan,nan,nan,nan,-0.5,nan,nan,nan,nan,nan,1.16,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,LAI08
1,452,HE2204-1703,2MASS J22071190-1649106,-2.79,0.17,nan,nan,nan,0.35,-0.39,nan,0.22,0.25,0.28,nan,-0.26,-0.77,0.21,0.06,nan,nan,nan,-0.43,-0.37,nan,nan,nan,nan,nan,nan,nan,-0.8,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,BAR05
1,453,CS22881-036,2MASS J22075843-4044164,-2.05,2.05,1.09,nan,0.25,0.38,nan,nan,0.64,nan,0.4,nan,nan,nan,nan,nan,nan,nan,nan,0.69,1.04,0.97,nan,nan,nan,nan,nan,nan,1.88,1.66,nan,nan,2.12,nan,0.99,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,PRE01
1,454,CS22960-010,2MASS J22082534-4453565,-2.65,0.78,nan,nan,nan,0.23,-0.9,nan,0.28,0.19,0.27,nan,-0.1,-0.32,nan,-0.04,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,BAR05
1,455,HE2206-2245,2MASS J22090942-2230161,-2.73,0.17,nan,nan,nan,0.3,-0.9,nan,0.38,0.16,0.33,nan,-0.24,-0.59,0.12,0.03,nan,nan,nan,0.05,-0.18,nan,nan,nan,nan,nan,nan,nan,-0.16,nan,nan,nan,nan,nan,0.6,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,BAR05
1,456,CS22881-039,2MASS J22093541-4025512,-2.69,nan,nan,nan,0.23,0.29,-0.63,-0.01,0.5,0.29,0.47,0.35,-0.22,-0.6,0.17,nan,nan,nan,nan,0.17,-0.08,nan,nan,nan,nan,nan,nan,nan,-0.49,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,PRE06
1,457,HE2209-1240,2MASS J22114877-1225453,-2.72,nan,nan,nan,nan,0.55,0.18,0.16,0.36,0.07,0.39,nan,-0.17,-0.56,0.29,0.08,nan,nan,nan,-0.02,nan,nan,nan,nan,nan,nan,nan,nan,-0.12,nan,nan,nan,nan,nan,1.42,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,COH04
1,458,CS22960-053,2MASS J22161708-4354197,-3.19,2.06,3.06,nan,nan,0.63,nan,nan,0.45,0.44,0.54,nan,-0.18,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,AOK07a
1,465,CS22892-052,2MASS J22170165-1639271,-3.1,0.97,1.1,0.86,-0.1,0.28,-0.56,0.4,0.32,-0.2,0.23,0.02,-0.21,-0.57,0.13,-0.04,0.13,0.06,-0.75,0.68,0.47,0.75,0.84,0.82,1.43,1.64,1.24,1.28,0.94,1.16,1.02,1.29,1.41,1.6,1.63,1.51,1.67,1.77,1.69,1.71,1.63,1.66,1.83,1.27,1.72,1.62,1.75,1.28,1.4,1.51,1.34,SNE03
1,466,HE2216-0621,2MASS J22184594-0606501,-3.23,-0.7,nan,nan,nan,0.2,-0.82,nan,0.16,0.13,0.15,nan,-0.48,-0.59,0.18,0.38,nan,nan,nan,-0.39,-0.46,nan,nan,nan,nan,nan,nan,nan,-1.31,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,BAR05
1,467,HE2216-1548,2MASS J22193035-1533362,-1.7,-0.42,nan,nan,nan,0.15,-0.87,nan,0.21,-0.04,0.19,-0.06,-0.38,-0.34,0.01,0.01,0.1,nan,nan,0.15,-0.11,0.32,nan,nan,nan,nan,nan,nan,0.24,0.26,0.15,nan,0.28,0.45,0.57,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,BAR05
1,468,HE2217-0706,2MASS J22201799-0651164,-2.58,-0.58,nan,nan,nan,0.32,-0.5,nan,0.26,0.08,0.17,-0.04,-0.53,-0.43,-0.02,0.07,0.22,nan,nan,-0.09,-0.31,0.03,nan,nan,nan,nan,nan,nan,-0.61,nan,nan,nan,-0.18,nan,-0.15,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,BAR05
1,470,CS22886-042,2MASS J22202581-1023201,-2.55,-0.08,nan,nan,nan,0.44,-0.71,0.38,0.25,-0.01,0.16,nan,-0.36,-0.64,0.12,-0.06,0.21,nan,nan,-0.07,-0.36,0.07,nan,nan,nan,nan,nan,nan,-0.4,0.02,nan,nan,0.04,nan,0.17,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,AOK05
1,472,HE2217-1523,2MASS J22203372-1508346,-2.62,-0.01,nan,nan,nan,0.3,-0.64,nan,0.33,0.12,0.29,0,-0.38,-0.48,0.03,-0.03,0.32,nan,nan,-0.05,-0.26,0.1,nan,nan,nan,nan,nan,nan,-0.57,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,BAR05
1,473,CS29502-042,2MASS J22214882+0228448,-3.19,0.25,-0.34,3.24,-0.36,0.21,-0.79,0.33,0.24,0.21,0.31,nan,-0.34,-0.6,0.29,-0.03,0.23,nan,nan,-1.88,0.03,0.02,nan,nan,nan,nan,nan,nan,-1.74,0.07,0,-0.01,0.08,0.05,-0.01,0.05,nan,0.04,nan,0.01,1.73,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,CAY04
